12345678916,Andrius,Kubilius,1956-12-08,TRUE,Trumpa Andriaus Kubiliaus biografija.,7
12345678917,Arvydas,Anušauskas,1963-09-29,TRUE,Trumpa Arvydo Anušausko biografija.,8
12345678943,Rasa,Budbergytė,1960-05-08,TRUE,Trumpa Rasos Budbergytės biografija.,3
12345678944,Juozas,Olekas,1955-10-30,TRUE,Trumpa Juozo Oleko biografija.,4
12345678987,Gediminas,Vasiliauskas,1963-06-02,TRUE,Trumpa Gedimino Vasiliausko biografija.,17
12345678988,Virgilijus,Poderys,1961-03-18,TRUE,Trumpa Virgilijaus Poderio biografija.,18
12345678127,Saulius,Bucevičius,1967-10-10,TRUE,Trumpa Sauliaus Bucevičiaus biografija.,27
12345678128,Dalia,Teišerskytė,1944-11-27,TRUE,Trumpa Dalios Teišerskytės biografija.,28
12345678133,Kęstas,Komskis,1963-11-22,TRUE,Trumpa Kęsto Komskio biografija.,3
12345678134,Rimas Antanas,Ručys,1954-05-26,TRUE,Trumpa Rimo Antano Ručio biografija.,4
